83.63,84.13,83.62,83.84,39.73,103.94
84.97,86.08,83.22,84.58,39.7,
83.58,86.2,82.62,84.85,39.82,
84.09,84.25,81.39,83.29,39.09,
82.98,84.26,79.73,83.75,38.95,
81.24,82.98,78.05,82.98,38.59,
81.64,83.15,80.25,81.23,37.77,
80.75,82.94,79.86,81.99,37.77,
79.15,81.84,77.78,80.64,37.15,
79.29,81,77.68,78.92,36.35,
77.81,80.92,75.7,79.68,36.37,
83.63,83.72,76.52,79.07,36.09,
83.71,85.05,81.59,83.49,38.11,
81.4,85.85,79.57,84.66,38.32,
78,81.22,77.16,80.83,36.58,
76.3,80.57,75.76,77.54,35.1,
73.88,76.45,71.64,76.29,34.22,
74,74.2,68.13,73.5,32.97,
72.62,76.77,68.55,75.23,33.75,
78.49,79.96,69.01,74.59,33.15,
76.81,77.47,70.36,77.47,34.43,
81.55,82.34,75.95,76.49,34,
83.5,83.51,77.87,81.78,36.06,
82.11,85.32,80.59,83.51,36.82,
85.3,86.75,80.39,81.92,36.12,
81.25,86.82,79.52,85.8,37.54,
75.18,81.69,75.11,81.3,35.57,
74.21,76.72,73.5,74.96,32.8,
75.5,75.87,70.48,74.25,32.22,
73.75,75.47,72.05,74.69,32.41,
74.1,76.14,72.41,73.45,31.87,
